0.448786,0
0.453198,0.120776
0.476603,0.350601
0.522442,0.553004
0.582206,0.604157
0.632922,0.350435
0.641003,-0.233462
0.579459,-1.01401
0.436218,-1.84663
0.213296,-2.57802
-0.0656319,-2.89866
-0.343027,-2.54942
-0.562233,-1.80644
-0.701487,-0.97871
-0.759369,-0.191383
-0.744058,0.469805
-0.673119,0.903065
-0.573407,1.04383
-0.4724,0.947956
-0.387986,0.730792
-0.326276,0.516537
-0.278671,0.480306
-0.219422,0.754784
-0.119725,1.25732
0.0329919,1.78234
0.230905,2.13163
0.447204,2.12561
0.642844,1.73457
0.786774,1.1235
0.86513,0.438547
0.87398,-0.261753
0.813034,-0.953467
0.68497,-1.59232
0.500335,-2.05635
0.285798,-2.16603
0.0803797,-1.8923
-0.0849296,-1.39531
-0.197622,-0.870263
-0.265151,-0.525137
-0.313419,-0.489675
-0.370732,-0.675858
-0.449983,-0.902568
-0.548155,-1.03643
-0.65027,-0.961859
-0.730756,-0.599294
-0.761671,0.0132465
-0.723,0.775111
-0.604418,1.59812
-0.404608,2.37793
-0.138589,2.8611
0.145291,2.70295
0.384731,2.04112
0.548147,1.221
0.629583,0.420483
0.637669,-0.220914
0.595797,-0.557977
0.5372,-0.569834
0.488115,-0.395365
0.459951,-0.168539
0.45216,-0.0123312
0.448829,-0.111818
0.417482,-0.567374
0.327494,-1.24868
0.166773,-1.95181
-0.0568511,-2.47129
-0.312233,-2.54365
-0.547764,-2.10025
-0.723774,-1.40166
-0.826491,-0.653275
-0.855325,0.0695528
-0.814667,0.730535
-0.713054,1.27616
-0.566488,1.61168
-0.400496,1.66086
-0.242889,1.46073
-0.112801,1.13333
-0.0150535,0.84271
0.0630321,0.762818
0.146347,0.935561
0.25416,1.22267
0.389052,1.4539
0.538678,1.49933
0.679889,1.27867
0.786067,0.810702
0.836636,0.18152
0.819265,-0.539043
0.727183,-1.30535
0.558745,-2.05033
0.323815,-2.58982
0.0584116,-2.61692
-0.181581,-2.12477
-0.358582,-1.40028
-0.461022,-0.659644
-0.496416,-0.0920961
-0.491154,0.135565
-0.479968,0.0522042
-0.485077,-0.161075
-0.512017,-0.368004
-0.554444,-0.446019
-0.591272,-0.230757
-0.588902,0.325364
-0.519058,1.08825
-0.369487,1.89642
-0.143782,2.57855
0.131558,2.82574
0.399202,2.43727
0.607275,1.69969
0.736842,0.892621
0.787243,0.127222
0.766122,-0.525379
0.688847,-0.979969
0.579225,-1.1668
