0,0
0.39,0
0.72,0
1,0
1.52,0
5.2,0
9.54,0
19.19,0
30.07,0
2.39784e-07,0
0.357128,0.161186
0.677483,0.118875
0.952483,0.100741
1.47032,0.0816003
5.15013,0.0443261
9.49008,0.032573
19.1401,0.0228347
30.0201,0.0184692
9.71658e-07,2.01381e-08
0.264886,0.295575
0.554779,0.2073
0.813939,0.169886
1.32501,0.131349
5.00426,0.0567975
9.34404,0.0332909
18.994,0.0138142
29.874,0.00508332
2.23997e-06,8.60523e-08
0.130279,0.38269
0.363004,0.238471
0.592166,0.178822
1.09085,0.120332
4.76915,0.00849851
9.10864,-0.026762
18.7585,-0.0559771
29.6385,-0.0690734
4.15821e-06,2.56353e-07
-0.0240457,0.411878
0.107207,0.182609
0.281351,0.0931698
0.759407,0.0138167
4.4363,-0.1353
8.77539,-0.182314
18.4252,-0.221267
29.3051,-0.238729
7.21157e-06,9.98172e-07
-0.174944,0.382419
-0.258073,-0.124232
-0.247022,-0.27925
0.193071,-0.379782
3.86806,-0.566166
8.20662,-0.624931
17.8563,-0.673622
28.7361,-0.695449
1.05252e-05,1.34651e-06
-0.302318,0.30154
-0.489998,-0.429624
-0.594374,-0.596339
-0.21721,-0.668937
3.45522,-0.892493
7.7931,-0.962998
17.4426,-1.02143
28.3224,-1.04762
1.45376e-05,1.43237e-06
-0.390857,0.18193
-0.665383,-0.758226
-0.875228,-0.926646
-0.554748,-0.952082
3.11437,-1.21261
7.45141,-1.29484
17.1007,-1.363
27.9804,-1.39356
1.93671e-05,1.16714e-06
-0.430622,0.0396167
-0.785511,-1.10214
-1.0966,-1.26779
-0.828655,-1.23895
2.83631,-1.53614
7.17233,-1.63005
16.8214,-1.70795
27.701,-1.74287
2.50402e-05,4.30535e-07
-0.417139,-0.107595
-0.849223,-1.44652
-1.25922,-1.60671
-1.04131,-1.51984
2.61866,-1.85322
6.95349,-1.95878
16.6023,-2.04641
27.4818,-2.08569
3.15146e-05,-8.77054e-07
